,ID,imdb_id,release_date,budget,revenue,genres,original_language,original_title,origin_country,production_countries name,spoken_languages name
304,270774,tt2238032,2016-07-21,32000000,58500000,Action,English,Skiptrace,CN,China,English
305,303858,tt2241351,2016-05-12,27000000,93282604,Thriller,English,Money Monster,US,United States of America,English
322,299687,tt2304933,2016-01-14,38000000,109906372,Adventure,English,The 5th Wave,US,United States of America,English
325,393559,tt2321405,2016-10-12,8000000,5873256,Animation,Français,Ma vie de courgette,FR,France,Français
339,290595,tt2381991,2016-04-06,115000000,164989338,Action,English,The Huntsman: Winter's War,US,United States of America,English
342,368942,tt2392830,2016-10-07,8138338,1864266,Drama,English,A Quiet Passion,BE,Belgium,English
351,205584,tt2404233,2016-02-25,140000000,150680864,Action,English,Gods of Egypt,AU,Australia,English
366,293767,tt2513074,2016-11-10,40000000,30930984,Drama,English,Billy Lynn's Long Halftime Walk,CN,China,English
381,283552,tt2547584,2016-09-02,20000000,25975621,Drama,English,The Light Between Oceans,AU,Australia,English
386,173897,tt2592614,2016-12-23,40000000,312242626,Action,English,Resident Evil: The Final Chapter,FR,France,English
405,296096,tt2674426,2016-06-01,20000000,207945075,Drama,English,Me Before You,US,United States of America,English
430,316023,tt2823054,2016-06-15,33000000,77068246,Comedy,English,Mike and Dave Need Wedding Dates,US,United States of America,English
456,209112,tt2975590,2016-03-23,250000000,873634919,Action,English,Batman v Superman: Dawn of Justice,US,United States of America,English
458,257440,tt2978102,2016-04-29,16500000,21256,Thriller,English,Term Life,US,United States of America,English
459,270010,tt2980210,2016-04-22,30000000,4212494,Comedy,العربية,A Hologram for the King,MX,Mexico,العربية
485,597185,tt3067166,2016-06-18,200000,2500000, , , , , , 
517,299641,tt3135556,2016-03-13,2500000,230069,Comedy,English,Jimmy Vestvood: Amerikan Hero,US,United States of America,English
583,316727,tt4094724,2016-06-29,10000000,118587880,Action,English,The Purge: Election Year,FR,France,English
592,267860,tt3300542,2016-03-02,60000000,205754447,Action,English,London Has Fallen,BG,Bulgaria,English
626,267193,tt3381008,2016-02-24,35000000,27979040,Action,English,Grimsby,AU,Australia,English
630,343611,tt3393786,2016-10-19,60000000,162146076,Action,English,Jack Reacher: Never Go Back,CN,China,English
647,278154,tt3416828,2016-06-23,105000000,408579038,Adventure,English,Ice Age: Collision Course,US,United States of America,English
669,9909,tt0112792,1995-08-11,23000000,179519401,Thriller,English,Dangerous Minds,US,United States of America,English
706,278924,tt3522806,2016-08-25,40000000,125729635,Action,български език,Mechanic: Resurrection,FR,France,български език
707,725083,tt3523996,2016-12-02,750000,2000000, , , , , , 
720,279641,tt3553442,2016-03-04,35000000,23083334,Comedy,English,Whiskey Tango Foxtrot,US,United States of America,English
724,495429,tt3563080,2016-12-16,543000,181000,Action,اردو,Saya e Khuda e Zuljalal,PK,Pakistan,اردو
747,404378,tt3606888,2016-11-04,8000000,82703,Drama,English,A Street Cat Named Bob,GB,United Kingdom,English
756,326423,tt3628584,2016-04-15,20000000,55030051,Comedy,English,Barbershop: The Next Cut,US,United States of America,English
762,309886,tt3647498,2016-08-11,13000000,6903033,Action,English,Blood Father,FR,France,English
813,325346,tt3714720,2016-08-25,3800000,1016985,Comedy,English,The Hollars,US,United States of America,English
815,346672,tt3717252,2016-11-24,35000000,81093313,Action,English,Underworld: Blood Wars,US,United States of America,English
867,376453,tt3776826,2016-07-29,1250000,55000,Thriller,English,Operation Avalanche,US,United States of America,English
874,376166,tt3794028,2016-10-19,10300000,47748,Drama,Deutsch,Mal de pierres,CA,Canada,Deutsch
905,318226,tt3850544,2016-09-16,10000000,2600000, , , , , , 
909,402672,tt3859980,2016-08-11,17000000,16000000,Adventure,हिन्दी,मोहेंजो डरो,IN,India,हिन्दी
954,308531,tt3949660,2016-06-01,135000000,245623848,Action,English,Teenage Mutant Ninja Turtles: Out of the Shadows,US,United States of America,English
1005,334541,tt4034228,2016-11-18,9000000,78988148,Drama,English,Manchester by the Sea,US,United States of America,English
1006,347031,tt4034354,2016-06-24,3000000,4210454,Comedy,English,Swiss Army Man,US,United States of America,English
1014,332567,tt4052882,2016-06-24,17000000,119100758,Horror,English,The Shallows,AU,Australia,English
1050,348668,tt4088268,2016-03-03,5210000,5900000,Crime,Dansk,Flaskepost fra P,DK,Denmark,Dansk
1054,316727,tt4094724,2016-06-29,10000000,118587880,Action,English,The Purge: Election Year,FR,France,English
1163,508592,tt4232188,2016-11-11,25000,5000,Horror,Français,Kropemann,LU,Luxembourg,Français
1175,339984,tt4257926,2016-03-17,16000000,73983359,Drama,English,Miracles from Heaven,US,United States of America,English
1176,310888,tt4258698,2016-08-26,1500000,6512004,Romance,English,Southside with You,US,United States of America,English
1179,382717,tt4262516,2016-02-12,3056472,4472886,Drama,हिन्दी,Sanam Re,IN,India,हिन्दी
1180,315011,tt4262980,2016-07-29,15000000,77947607,Action,Italiano,シン・ゴジラ,JP,Japan,Italiano
1209,313297,tt4302938,2016-08-18,60000000,69929545,Animation,English,Kubo and the Two Strings,US,United States of America,English
1232,316154,tt4334266,2017-06-23,6000000,180851,Drama,English,The Bad Batch,US,United States of America,English
1238,317557,tt4341582,2016-09-23,15000000,10367161,Drama,English,Queen of Katwe,US,United States of America,English
1243,396616,tt4353996,2016-09-29,7500000,9100000,Action,Dansk,Kongens nei,NO,Norway,Dansk
1249,335796,tt4361050,2016-10-20,9000000,81705746,Horror,English,Ouija: Origin of Evil,US,United States of America,English
1272,342737,tt4385888,2016-12-28,7000000,5664764,Drama,English,20th Century Women,US,United States of America,English
1305,375867,tt4429194,2016-09-12,5000000,6700000,Romance,English,Paris Can Wait,US,United States of America,English
1312,398535,tt4434004,2016-06-17,5980000,14900000,Action,हिन्दी,उड़ता पंजाब,IN,India,हिन्दी
1314,325133,tt4438848,2016-05-04,35000000,108758521,Comedy,English,Neighbors 2: Sorority Rising,US,United States of America,English
1337,340487,tt4468634,2016-09-25,2000000,1215691,Drama,English,Certain Women,US,United States of America,English
1340,375108,tt4471388,2016-01-07,2570000,4026795,Action,Pусский,Мафия: Игра на выживание,RU,Russia,Pусский
1348,345923,tt4486986,2016-09-14,30000000,646946,Mystery,English,All I See Is You,US,United States of America,English
1358,356305,tt4501244,2016-12-22,38000000,118034273,Comedy,English,Why Him?,US,United States of America,English
1398,376290,tt4540710,2016-11-25,13000000,9101546,Drama,English,Miss Sloane,FR,France,English
1410,340666,tt4550098,2016-11-04,22500000,29252978,Drama,English,Nocturnal Animals,US,United States of America,English
1512,395452,tt4643432,2016-06-15,3500000,1492523,Drama,English,Dans les forêts de Sibérie,FR,France,English
1519,384737,tt4651410,2016-07-15,10500000,100659,Action,English,Precious Cargo,CA,Canada,English
1536,351819,tt4667094,2016-01-28,20000000,21164799,Romance,English,Fifty Shades of Black,US,United States of America,English
1559,345920,tt4682786,2016-12-06,36000000,88528280,Drama,English,Collateral Beauty,US,United States of America,English
1570,377447,tt4687848,2016-12-23,50000000,102205175,Action,日本語,鐵道飛虎,CN,China,日本語
1578,371645,tt4698684,2016-03-31,2500000,23200000,Adventure,English,Hunt for the Wilderpeople,NZ,New Zealand,English
1595,340676,tt4714782,2016-10-19,6000000,1305195,Drama,svenska,Personal Shopper,BE,Belgium,svenska
1607,371865,tt4726636,2016-05-13,8104734,920719,Comedy,Français,Ma Loute,BE,Belgium,Français
1611,429458,tt4730838,2016-12-25,4873880,5296102,Music,Norsk,Dyrene i Hakkebakkeskogen,NL,Netherlands,Norsk
1612,340837,tt4731136,2017-02-15,40000000,26559557,Horror,English,A Cure for Wellness,DE,Germany,English
1640,411638,tt4771896,2016-09-09,1200000,1813729,Thriller,Español,Tarde para la ira,ES,Spain,Español
1729,381284,tt4846340,2016-12-10,25000000,230698791,Drama,English,Hidden Figures,US,United States of America,English
1737,382322,tt4853102,2016-07-24,3500000,3775000,Action,English,Batman: The Killing Joke,US,United States of America,English
1741,411088,tt4857264,2016-09-22,4000000,30000000,Mystery,Español,Contratiempo,ES,Spain,Español
1804,363579,tt4914580,2016-09-07,9620000,53165427,Action,English,밀정,KR,South Korea,English
1842,407887,tt4939066,2016-07-27,12700000,49196532,History,English,인천상륙작전,KR,South Korea,English
1847,394684,tt4944596,2016-10-28,4000000,1598584,Thriller,Español,Que Dios nos perdone,ES,Spain,Español
1859,409502,tt4950110,2016-10-21,1500000,2000000,Drama,English,I'm Not Ashamed,US,United States of America,English
1899,369883,tt4981636,2016-10-07,8500000,23316139,Family,English,Middle School: The Worst Years of My Life,US,United States of America,English
